latitude,longitude,hour,severity,incident_type,risk_label
19.02838463549904,72.96715437932497,12,3,harassment,0
19.13772344366475,72.78113105284753,6,1,poor_lighting,0
19.226757241302625,72.80415900757913,18,3,unsafe_area,0
18.992420585409114,72.86521257065132,21,1,unsafe_area,0
19.090750854568473,72.8811801753369,1,1,poor_lighting,0
19.185763768765433,72.8306066453098,9,2,assault,0
19.03648722353814,72.851989634295,12,1,stalking,0
18.937247251359718,72.80743850323583,20,1,harassment,0
19.0599803861055,72.88250082729466,5,1,harassment,0
18.892089008297212,72.95258395735961,11,3,harassment,0
19.24695338160091,72.9221128905421,11,2,harassment,0
18.89992848207799,72.79479221689407,19,1,unsafe_area,0
19.045382686100233,72.88214376878125,10,1,stalking,0
19.08195250443541,72.93045866803934,22,2,poor_lighting,0
19.264121532914913,72.8918759182074,6,1,poor_lighting,0
18.936408729457145,72.86008538720317,0,1,assault,0
18.915772607444943,72.91304031689529,0,1,poor_lighting,0
18.87348245882502,72.99278689301906,19,2,stalking,0
18.93222857474772,72.79182881924619,12,1,poor_lighting,0
18.952909191627068,72.85970369397194,8,2,unsafe_area,0
19.12223237663324,72.8635193462006,2,2,poor_lighting,0
18.95788271615656,72.90270248140773,6,3,harassment,1
18.87820832589173,72.80500015843283,5,2,harassment,0
19.200647338200994,72.8106278968702,7,1,harassment,0
19.016238280401588,72.8356331187795,8,2,harassment,0
19.011478674632293,72.98985010995176,4,3,unsafe_area,1
18.99099161166717,72.9388449736831,0,1,unsafe_area,0
19.26014931085857,72.92218945938905,18,1,unsafe_area,0
18.938046166923712,72.95790026810067,9,1,poor_lighting,0
19.229295225581293,72.79934258785083,11,3,harassment,0
19.180721332855956,72.96764654853646,23,1,assault,0
18.900591982199725,72.90681152419413,14,1,assault,0
19.26469164060034,72.84712567171555,21,2,harassment,0
18.978546385415605,72.95764670882151,23,2,stalking,0
18.909433170808967,72.95458984290018,8,1,poor_lighting,0
19.201725693650303,72.96451297379485,19,2,assault,0
19.15267021347108,72.7965691170246,16,2,unsafe_area,0
19.11688752235116,72.99295308634903,16,1,stalking,0
18.932392345479574,72.99071401537164,19,2,unsafe_area,0
19.061398446502384,72.8522180184654,11,2,stalking,0
19.182222410754886,72.78515562418873,6,3,stalking,1
18.991449575257537,72.80842280397782,1,2,poor_lighting,0
18.994675931406018,72.99835108985228,2,3,unsafe_area,1
18.87125636241925,72.89949297692948,16,1,unsafe_area,0
18.93969736065815,72.85202301372999,4,1,assault,0
19.220162250048734,72.83628661958551,16,1,harassment,0
19.046698596655084,72.82910809912151,23,1,harassment,0
19.263693799693772,72.92275513596253,16,3,assault,0
19.02828318542952,72.86645920124953,16,1,stalking,0
19.156074581912097,72.99204446085479,1,1,assault,0
18.982767617161894,72.92728389704843,1,1,assault,0
19.015523856456372,72.95217025594125,21,1,unsafe_area,0
18.946290395036357,72.83733055617412,22,1,assault,0
19.00882494739976,72.78821287409498,4,1,stalking,0
19.088895008168258,72.88219925259783,0,2,harassment,0
19.266709152391698,72.84235375570563,0,1,poor_lighting,0
19.135680685228714,72.81647912795182,18,2,assault,0
18.949698381763326,72.9891076900842,1,2,assault,0
18.887984576636622,72.87211728929867,20,2,unsafe_area,0
18.920542592525806,72.81018297617122,11,1,unsafe_area,0
19.09502208050922,72.81568965011665,5,3,assault,1
19.176064131526708,72.83456324076685,22,2,assault,0
19.246167682920298,72.99984274168364,3,1,stalking,0
18.87632926879873,72.8316426451195,22,1,harassment,0
19.079104056624747,72.84562441505304,10,1,harassment,0
19.058346942489273,72.92164546943631,23,2,poor_lighting,0
19.132422008790282,72.83761111657437,16,2,harassment,0
19.093831541786138,72.81963497774373,5,1,poor_lighting,0
19.144815660232993,72.8064865529294,23,1,unsafe_area,0
19.133233033899675,72.84191701295639,4,3,poor_lighting,1
18.91680468994318,72.79436060861461,19,3,poor_lighting,0
19.189887165447487,72.7742887148754,1,2,harassment,0
18.919293030286532,72.95506759038697,5,2,assault,0
19.149412250083653,72.80171583675535,21,2,unsafe_area,0
19.036458147056244,72.9484746754575,10,2,stalking,0
19.075540293830638,72.95343477016694,15,1,poor_lighting,0
19.231319205750285,72.89372149105573,15,1,poor_lighting,0
19.225953490589394,72.84122685041197,0,2,poor_lighting,0
19.197142522262013,72.80335752876248,8,1,assault,0
19.07405935218253,72.93946517454583,5,1,stalking,0
19.164495924053533,72.90831900677581,15,2,harassment,0
19.075158822207523,72.92075429499351,2,2,unsafe_area,0
19.21784243298991,72.77199389066438,19,3,assault,0
19.03111033329316,72.9833289136128,3,1,stalking,0
19.25809413776595,72.78524674311271,18,3,unsafe_area,0
19.24292910329155,72.8543653535822,2,1,harassment,0
19.166641047780715,72.86262367941988,18,2,unsafe_area,0
18.98176635367043,72.77031177063452,19,1,poor_lighting,0
18.922661435517306,72.88433054115067,6,1,poor_lighting,0
19.21188138003728,72.94314606873753,19,1,assault,0
18.936120914455184,72.9593517902164,8,2,unsafe_area,0
19.211704315598933,72.97226130846035,0,1,poor_lighting,0
19.066306002684943,72.88217533971253,7,2,assault,0
19.032622713523242,72.91504632382181,6,1,assault,0
19.231276311533772,72.7882895340582,17,1,assault,0
19.11154039301611,72.8822487915848,7,2,harassment,0
19.100645602851888,72.80560762362049,0,3,poor_lighting,1
19.09350637784976,72.85501791705317,10,1,poor_lighting,0
19.018467806407813,72.84574022195885,17,2,stalking,0
19.18425724141165,72.86741433276555,22,3,harassment,1
18.97111937760631,72.90147642213405,9,2,poor_lighting,0
19.24555798401651,72.97766162882449,2,2,poor_lighting,0
19.227594082018783,72.86073146520992,6,1,stalking,0
19.004992130269958,72.99566017501365,15,1,unsafe_area,0
19.161785507932667,72.94457645105177,15,1,unsafe_area,0
19.099289277779835,72.88764064076133,19,1,harassment,0
19.005059720799693,72.91812608053574,16,2,assault,0
19.26540865919818,72.79351155936034,1,1,stalking,0
18.880094938339308,72.96423995220213,0,1,stalking,0
18.971058412248514,72.90394221466471,15,3,poor_lighting,0
19.07802962444446,72.9967955204482,11,2,poor_lighting,0
19.078781201391426,72.91637861106315,4,3,stalking,1
19.105573229978226,72.96184566415126,4,2,assault,0
19.170670468809167,72.95394543084291,22,1,unsafe_area,0
19.119391132207717,72.8494560648377,8,2,harassment,0
19.110112584211215,72.82971044380363,8,2,unsafe_area,0
18.89140578516522,72.86901352418924,2,1,harassment,0
19.02061211511572,72.87746550921403,18,1,assault,0
18.962822295880464,72.82521948144543,15,1,stalking,0
18.97614804464079,72.97575751087072,15,2,assault,0
19.09173498973614,72.89478600832915,2,1,stalking,0
18.949802125971843,72.99504221019532,19,2,poor_lighting,0
18.98757964040676,72.95630408895065,23,1,harassment,0
18.964833883406936,72.89781211789014,21,1,poor_lighting,0
19.24940117728728,72.98781926397321,23,1,stalking,0
19.247866292868437,72.88612120747192,0,1,harassment,0
19.113976623438422,72.97403449787929,23,1,harassment,0
19.23980898749276,72.85237329967504,19,1,poor_lighting,0
19.184325058187348,72.85708774818293,10,1,harassment,0
19.105979153120725,72.86617005708331,16,3,stalking,0
18.872574084598718,72.89572389856694,7,2,stalking,0
19.179006514431762,72.89730276214573,3,2,poor_lighting,0
19.150995336635386,72.88417175198573,5,3,assault,1
19.116101461312965,72.84038022392413,7,3,stalking,0
19.17416972467299,72.98325748690189,19,3,stalking,0
19.075168865909905,72.90537480239033,2,1,harassment,0
19.151633308528535,72.86378001972406,15,2,harassment,0
19.244068834690598,72.91977070097103,2,2,stalking,0
19.020322006338436,72.94663235429626,17,2,poor_lighting,0
19.15324873396025,72.9909674602925,13,2,assault,0
19.060275127204385,72.88489630732154,17,1,harassment,0
19.139759860725594,72.79578265738067,1,3,harassment,1
19.175157334221744,72.8713761343304,21,1,assault,0
18.88818100017432,72.8801632291343,2,1,harassment,0
19.128640177579467,72.97630863798271,15,1,poor_lighting,0
18.960696473762777,72.86080417674647,8,1,harassment,0
19.138013015123025,72.98926458092404,3,1,harassment,0
19.057332074373527,72.8815803387743,0,1,stalking,0
19.179421096745955,72.99396951522516,3,3,poor_lighting,1
18.919360326082238,72.77188561386012,0,1,poor_lighting,0
19.120528940662478,72.97672753620546,13,2,stalking,0
18.981388291571022,72.98415770394698,20,2,unsafe_area,0
19.211192798132238,72.991034815226,15,2,assault,0
19.24135340225452,72.77300760286016,19,1,poor_lighting,0
19.26855931747162,72.80949119240657,23,2,unsafe_area,0
19.18840296097091,72.92036583571144,7,1,assault,0
19.171493628171202,72.77585871909908,6,1,poor_lighting,0
18.95620030354702,72.7846300691206,2,2,harassment,0
19.004402823596045,72.8208481409495,16,3,poor_lighting,0
19.056273016704914,72.88786114681109,0,2,assault,0
19.1793524191129,72.89555758863136,15,1,unsafe_area,0
19.235986346031186,72.7778800582425,11,1,harassment,0
18.945655640009196,72.80918446767974,18,1,assault,0
19.23894699386804,72.88493230486696,21,2,assault,0
19.148249860941622,72.90660634281699,22,1,poor_lighting,0
19.114308292274014,72.80413239019182,21,3,stalking,1
18.949936508512778,72.8617335247478,13,1,stalking,0
18.892210013123663,72.9780123303989,5,1,harassment,0
19.097385959403177,72.99974683602062,5,1,assault,0
19.13060627333156,72.99705932461116,12,1,unsafe_area,0
18.954312579741877,72.97278513736597,18,2,harassment,0
19.092582482330183,72.86077182022848,21,3,harassment,1
19.21259736110503,72.9279120871772,7,1,poor_lighting,0
19.204026378182007,72.86581621239036,1,1,unsafe_area,0
19.240942072234517,72.91916121616957,20,3,assault,1
19.016354323822753,72.84116946832297,0,2,assault,0
18.997219829020366,72.90942651833038,14,3,assault,0
19.169770402392324,72.89046445420715,0,1,harassment,0
19.042444962038804,72.77563046113703,4,1,poor_lighting,0
18.90501946561111,72.9518616678616,15,1,harassment,0
18.9831204522682,72.77273650141638,18,1,stalking,0
19.037432914212594,72.83742586671826,3,2,stalking,1
18.987006570190502,72.77136253505442,2,1,assault,0
19.00288222837893,72.8565263250579,16,2,poor_lighting,0
18.987510362469756,72.78452692147775,16,1,assault,0
18.886599666873234,72.98010752237118,11,2,assault,0
19.12483788032978,72.86560623788746,13,1,harassment,0
19.108916968141386,72.87568402821881,20,1,assault,0
19.13135339939147,72.8504655543009,5,2,assault,0
18.946923958413453,72.9143264154664,2,1,poor_lighting,0
18.988261816644993,72.95041386682219,8,1,poor_lighting,0
19.11784637077797,72.91907375090126,4,1,poor_lighting,0
19.109851027383968,72.94208763723088,23,3,assault,1
19.07253212374171,72.97837394260713,16,2,poor_lighting,0
19.01016530000408,72.96861570228442,13,2,poor_lighting,0
19.235172401909875,72.92503344413335,20,3,unsafe_area,1
19.005908096919537,72.81936673146801,2,3,unsafe_area,1
19.0522476625749,72.91667165573965,0,2,stalking,0
19.141245532381685,72.88639911202031,19,2,harassment,0
19.087208572346707,72.9349604231324,20,2,harassment,0
19.008754390545754,72.96157427913037,22,1,poor_lighting,0
19.044257916182605,72.94082594435288,0,3,stalking,1
19.187792327141402,72.9647090690911,2,2,stalking,1
18.981251662194644,72.78468926586844,17,1,unsafe_area,0
18.926902095910727,72.77727260879462,9,1,stalking,0
18.99526528073191,72.8294551305709,21,1,assault,0
19.20981368619516,72.97715319934498,2,1,poor_lighting,0
18.90559588594254,72.9594416277263,7,1,assault,0
19.266678429348982,72.92702727849291,13,1,harassment,0
19.086401159571064,72.93117449351114,23,1,unsafe_area,0
19.263938297586837,72.93713420792939,17,2,assault,0
19.245598568834392,72.98679862111149,14,1,poor_lighting,0
19.051125485684366,72.96140396503074,21,1,assault,0
18.94939642984214,72.91337978901622,22,1,assault,0
18.935953910626058,72.92311455010915,1,3,stalking,1
18.965995745547982,72.81916026027406,9,1,unsafe_area,0
19.154053056225816,72.92118332978595,1,1,harassment,0
18.979179997892597,72.86767617285625,16,2,poor_lighting,0
19.00657010784172,72.80518123023931,7,1,poor_lighting,0
19.049511521597847,72.9554726484267,0,1,harassment,0
19.23529307216858,72.88735683295472,8,1,poor_lighting,0
18.945757367153938,72.99480775958857,10,2,stalking,0
18.872010621043923,72.83478625152914,21,2,assault,0
18.89403856415127,72.88055412583016,15,2,stalking,0
19.231906536672046,72.87303895457384,6,1,stalking,0
19.129006585937347,72.7977792901595,9,2,stalking,0
18.979216247731124,72.86800651413108,22,1,harassment,0
18.940877000404477,72.83613729497681,2,1,unsafe_area,0
18.987706694654847,72.80687370841439,17,1,harassment,0
18.915918770900515,72.83489578432831,23,2,harassment,0
19.246613164113775,72.82364788899126,12,1,stalking,0
19.183682469746106,72.93883691213135,6,2,unsafe_area,0
19.054956470765017,72.7770782909996,3,3,harassment,1
19.215985042046082,72.91201643202004,12,1,unsafe_area,0
18.969783281717294,72.94495210866543,19,1,stalking,0
19.156848227388878,72.88056639498787,0,1,harassment,0
19.212452999605496,72.98425994540182,7,1,unsafe_area,0
19.012707484649308,72.9328125599044,13,1,poor_lighting,0
19.172985778180287,72.94202243980162,15,3,harassment,0
18.988028939705725,72.8152947021114,13,1,harassment,0
18.989542854103615,72.94877798244299,11,2,harassment,0
18.912822871421675,72.96138178929911,18,1,unsafe_area,0
19.04602321860376,72.85309126933338,22,2,assault,0
19.16188476259897,72.81907350564758,14,3,harassment,0
19.246088322228513,72.85856165621684,1,2,poor_lighting,0
19.111518796771637,72.94010983287004,1,3,poor_lighting,1
19.215254215094294,72.8660569713498,22,1,stalking,0
19.19899785971609,72.9394299313017,21,1,assault,0
18.93933722119011,72.79611984442484,18,2,assault,0
19.064326971565052,72.95538269341235,21,2,unsafe_area,0
18.916769414210158,72.82823772077774,21,3,stalking,1
19.142861264624653,72.82725366717435,16,1,unsafe_area,0
19.24995986729843,72.9057876219969,19,1,stalking,0
18.924835783231504,72.7861271505218,9,1,assault,0
19.163553252321016,72.77604847713746,5,3,unsafe_area,1
19.122895260347143,72.8300365930175,14,3,stalking,0
19.10344201480324,72.893755536669,21,2,assault,0
19.026048093875335,72.9787517688318,10,2,assault,0
19.012052659101524,72.96468009055069,4,2,harassment,0
18.888099675607556,72.88280268578183,0,2,unsafe_area,0
18.957163483300807,72.7785219585495,7,1,harassment,0
18.876070752914732,72.89310812896474,20,2,assault,0
19.102566842232807,72.93210298798282,11,1,unsafe_area,0
18.912341294351165,72.84800784248075,11,2,unsafe_area,0
19.219207757611887,72.79554455975477,4,1,poor_lighting,0
19.079257208278868,72.8340706292373,6,2,stalking,0
19.149875963623483,72.94746543882759,3,2,poor_lighting,0
19.034342836736197,72.85078608142517,5,2,poor_lighting,0
19.094231923600418,72.95675574285771,12,2,assault,0
19.247063670786652,72.84348993391572,19,2,stalking,0
18.903093615849468,72.80761765883517,14,2,poor_lighting,0
18.97157510876948,72.87024512268813,2,1,poor_lighting,0
19.181995330764217,72.8740231378265,22,2,unsafe_area,0
18.909494882753066,72.77370489026634,7,1,assault,0
18.900264441561646,72.79692036672245,19,2,poor_lighting,0
19.014616559501615,72.81253298431774,15,2,stalking,0
18.906867183388975,72.7961250829971,12,2,harassment,0
19.10403137688248,72.8485509973469,17,2,harassment,0
18.96051010032664,72.99186325679192,9,2,assault,0
19.22827918527975,72.88712118381522,18,2,harassment,0
19.183400032338103,72.91433788549024,16,1,unsafe_area,0
19.14988208243979,72.85196889006029,23,3,unsafe_area,1
19.1167776109538,72.84440218517793,18,2,stalking,0
19.215386292136586,72.77532375754045,22,1,assault,0
18.959224824617102,72.88507674080549,4,2,assault,0
19.21924353710569,72.88123007155288,20,2,harassment,0
19.185796919369622,72.80630106702165,22,3,poor_lighting,1
19.169264330555073,72.94579452004754,8,2,poor_lighting,0
19.09450227122997,72.88331509597153,11,1,poor_lighting,0
18.96849766438824,72.84796861313716,20,1,stalking,0
19.03941916639676,72.80378904907526,0,2,assault,0
19.18742826181552,72.89699699020333,0,2,harassment,0
18.88271139374293,72.94314791600043,14,2,stalking,0
19.1828203077055,72.83485985111754,1,1,unsafe_area,0
18.966028296195027,72.82032270086265,21,2,unsafe_area,1
18.927723680288643,72.89004504173485,15,2,unsafe_area,0
18.91628052727212,72.8057289595773,7,1,assault,0
18.880900004780326,72.92332107891669,12,1,unsafe_area,0
19.079434594088582,72.90922903442717,20,1,poor_lighting,0
18.95730394907749,72.79002887140602,0,1,unsafe_area,0
19.265772706311854,72.77839968725772,15,1,stalking,0
19.09977470234888,72.91266639009537,6,1,unsafe_area,0
18.925154107742404,72.8376875680174,4,3,poor_lighting,1
19.145505016324545,72.78988252322988,21,1,unsafe_area,0
19.22909742660389,72.94466860213998,22,1,harassment,0
19.168071798147846,72.84223012069405,2,1,poor_lighting,0
18.90057594441578,72.87570789641678,11,1,assault,0
19.228353672477063,72.82446697331436,15,2,unsafe_area,0
19.187571754343985,72.91428292802233,18,1,stalking,0
18.933321560042245,72.8393423355315,4,2,unsafe_area,0
18.890714355493127,72.99264482108235,21,2,stalking,0
19.092924230125725,72.93167793618188,13,1,harassment,0
18.93241432453599,72.8014461235659,4,2,assault,0
19.20383638103811,72.8658398131249,14,2,poor_lighting,0
19.01333386266867,72.85864685293787,16,1,poor_lighting,0
19.23515697789463,72.89287683546569,13,2,assault,0
19.096275268856402,72.96364405513023,19,2,harassment,0
18.943068953695867,72.90418706349209,4,2,harassment,0
18.92583954694392,72.784158035848,11,1,unsafe_area,0
19.1005889750231,72.92074561026466,15,3,harassment,0
19.174753444744976,72.77190101852754,15,1,unsafe_area,0
19.18260225909687,72.94939090592429,20,1,stalking,0
18.980302961776513,72.92332629665458,6,1,assault,0
18.95169870356487,72.84102070142109,3,2,stalking,0
18.876702521796954,72.83726161505558,0,2,stalking,0
19.141679660480467,72.95360278920565,4,1,stalking,0
18.900627303373415,72.95016743914266,22,1,stalking,0
19.03830448070637,72.85102954150665,9,2,poor_lighting,0
19.11067286560732,72.83875797745834,21,3,harassment,1
19.24484357796787,72.89875970144304,4,1,assault,0
18.994720854782308,72.77192410179634,3,2,assault,0
18.96990886497861,72.7890134187369,1,1,stalking,0
19.13166406171444,72.79901900573421,19,2,assault,0
19.117695612821432,72.81264471810024,9,2,unsafe_area,0
19.00284391332325,72.88776416913535,18,1,assault,0
19.241240734203913,72.99821564041805,0,2,stalking,0
19.207944930995854,72.92010108240189,23,3,assault,1
18.959593018346034,72.78409872272331,4,1,harassment,0
18.96565701817381,72.89088325603431,12,1,stalking,0
19.074920138754834,72.88422839884959,3,1,poor_lighting,0
19.17942884069229,72.80315859763815,15,1,harassment,0
18.887616151755388,72.98166264482455,23,2,assault,0
19.147334061493883,72.87137600696533,15,1,poor_lighting,0
19.12929435895284,72.99874860234024,22,2,harassment,0
18.962592038365194,72.866616627908,1,1,unsafe_area,0
19.14254120529654,72.90983027161722,16,3,harassment,0
19.246073276500834,72.79409538338383,19,1,poor_lighting,0
18.88871433798871,72.87447239947558,23,1,unsafe_area,0
18.997860822116827,72.82491615562091,11,1,assault,0
19.04527068666654,72.96217990367138,17,2,stalking,0
19.229704143569876,72.95030150451953,2,1,assault,0
19.25490457864366,72.95956139991384,0,1,stalking,0
19.047646098598534,72.93643017068433,0,3,stalking,1
19.170011364856876,72.96151714143261,18,3,poor_lighting,0
19.082664409505792,72.81619061254023,10,2,unsafe_area,0
19.085113173896552,72.87397006861335,4,1,unsafe_area,0
18.981239806026544,72.92912478238758,11,1,harassment,0
18.956782498345554,72.91660027452508,2,2,assault,0
18.985202138369615,72.93476153106104,0,1,poor_lighting,0
